2002	01	0.00000	-999.00000	-999.00000
2002	02	0.00000	-999.00000	-999.00000
2002	03	0.00000	-999.00000	-999.00000
2002	04	0.00000	-999.00000	-999.00000
2002	05	0.00000	-999.00000	-999.00000
2002	06	0.00000	-999.00000	-999.00000
2002	07	0.00000	-999.00000	-999.00000
2002	08	0.00000	-999.00000	-999.00000
2002	09	0.00000	-999.00000	-999.00000
2002	10	0.00000	-999.00000	-999.00000
2002	11	0.00000	-999.00000	-999.00000
2002	12	0.00000	-999.00000	-999.00000
2003	01	0.00000	-999.00000	-999.00000
2003	02	0.00000	-999.00000	-999.00000
2003	03	0.00000	-999.00000	-999.00000
2003	04	0.00000	-999.00000	-999.00000
2003	05	0.00000	-999.00000	-999.00000
2003	06	0.00000	-999.00000	-999.00000
2003	07	0.00000	-999.00000	-999.00000
2003	08	0.00000	-999.00000	-999.00000
2003	09	0.00000	-999.00000	-999.00000
2003	10	0.00000	-999.00000	-999.00000
2003	11	4.00000	-999.00000	-999.00000
2003	12	20.00000	-999.00000	-999.00000
2004	01	80.00000	-999.00000	-999.00000
2004	02	0.00000	-999.00000	-999.00000
2004	03	20.00000	-999.00000	-999.00000
2004	04	-20.00000	-999.00000	-999.00000
2004	05	-50.00000	-999.00000	-999.00000
2004	06	0.00000	-999.00000	-999.00000
2004	07	0.00000	-999.00000	-999.00000
2004	08	5.00000	-999.00000	-999.00000
2004	09	0.00000	-999.00000	-999.00000
2004	10	10.00000	-999.00000	-999.00000
2004	11	12.00000	-999.00000	-999.00000
2004	12	0.00000	-999.00000	-999.00000
2005	01	0.00000	-999.00000	-999.00000
2005	02	0.00000	-999.00000	-999.00000
2005	03	0.00000	-999.00000	-999.00000
2005	04	0.00000	-999.00000	-999.00000
2005	05	0.00000	-999.00000	-999.00000
2005	06	0.00000	-999.00000	-999.00000
2005	07	0.00000	-999.00000	-999.00000
2005	08	0.00000	-999.00000	-999.00000
2005	09	0.00000	-999.00000	-999.00000
2005	10	0.00000	-999.00000	-999.00000
2005	11	0.00000	-999.00000	-999.00000
2005	12	0.00000	-999.00000	-999.00000
2006	01	0.00000	-999.00000	-999.00000
2006	02	0.00000	-999.00000	-999.00000
2006	03	0.00000	-999.00000	-999.00000
2006	04	0.00000	-999.00000	-999.00000
2006	05	0.00000	-999.00000	-999.00000
2006	06	3.00000	-999.00000	-999.00000
2006	07	0.00000	-999.00000	-999.00000
2006	08	0.00000	-999.00000	-999.00000
2006	09	0.00000	-999.00000	-999.00000
2006	10	0.00000	-999.00000	-999.00000
2006	11	0.00000	-999.00000	-999.00000
2006	12	0.00000	-999.00000	-999.00000
2007	01	0.00000	-999.00000	-999.00000
2007	02	0.00000	-999.00000	-999.00000
2007	03	0.00000	-999.00000	-999.00000
2007	04	0.00000	-999.00000	-999.00000
2007	05	0.00000	-999.00000	-999.00000
2007	06	0.00000	-999.00000	-999.00000
2007	07	0.00000	-999.00000	-999.00000
2007	08	0.00000	-999.00000	-999.00000
2007	09	0.00000	-999.00000	-999.00000
2007	10	0.00000	-999.00000	-999.00000
